run_acc	sample_type	sample_subtype	organism	gold
b1 (our data no # yet)	Soil	Agricultural soil	NA	NA
b2 (our data no # yet)	Soil	Agricultural soil	NA	NA
b3 (our data no # yet)	Soil	Agricultural soil	NA	NA
ERR1654119	Rhizosphere	Rhizosphere	Lettuce	NA
ERR1654120	Rhizosphere	Rhizosphere	Lettuce	NA
ERR1654121	Rhizosphere	Rhizosphere	Lettuce	NA
ERR1654122	Rhizosphere	Rhizosphere	Lettuce	NA
ERR1654123	Rhizosphere	Rhizosphere	Lettuce	NA
ERR1654124	Rhizosphere	Rhizosphere	Lettuce	NA
ERR1654125	Rhizosphere	Rhizosphere	Lettuce	NA
ERR1654126	Rhizosphere	Rhizosphere	Lettuce	NA
ERR1700674	Soil	Forest	NA	NA
ERR1700675	Soil	Forest	NA	NA
ERR1700676	Soil	Forest	NA	NA
ERR1700677	Soil	Forest	NA	NA
ERR1700678	Soil	Forest	NA	NA
ERR1700679	Soil	Forest	NA	NA
ERR1700680	Soil	Forest	NA	NA
ERR1700681	Soil	Forest	NA	NA
ERR1700682	Soil	Forest	NA	NA
ERR1700683	Soil	Forest	NA	NA
ERR1700684	Soil	Forest	NA	NA
ERR1700685	Soil	Forest	NA	NA
ERR1700686	Soil	Forest	NA	NA
ERR1700687	Soil	Forest	NA	NA
ERR1700688	Soil	Forest	NA	NA
ERR1700689	Soil	Forest	NA	NA
ERR1700690	Soil	Forest	NA	NA
ERR1700691	Soil	Forest	NA	NA
ERR1700692	Soil	Forest	NA	NA
ERR1700693	Soil	Forest	NA	NA
ERR1700694	Soil	Forest	NA	NA
ERR1700695	Soil	Forest	NA	NA
ERR1700696	Soil	Forest	NA	NA
ERR1700697	Soil	Forest	NA	NA
ERR1700698	Soil	Forest	NA	NA
ERR1700699	Soil	Forest	NA	NA
ERR1700700	Soil	Forest	NA	NA
ERR1700701	Soil	Forest	NA	NA
ERR1700702	Soil	Forest	NA	NA
ERR1700703	Soil	Forest	NA	NA
ERR1700704	Soil	Forest	NA	NA
ERR1700705	Soil	Forest	NA	NA
ERR1700706	Soil	Forest	NA	NA
ERR1700707	Soil	Forest	NA	NA
ERR1700708	Soil	Forest	NA	NA
ERR1700709	Soil	Forest	NA	NA
ERR1700710	Soil	Forest	NA	NA
ERR1700711	Soil	Forest	NA	NA
ERR1700712	Soil	Forest	NA	NA
ERR1700713	Soil	Forest	NA	NA
ERR1700714	Soil	Forest	NA	NA
ERR1700715	Soil	Forest	NA	NA
ERR1700716	Soil	Forest	NA	NA
ERR1700717	Soil	Forest	NA	NA
ERR1700718	Soil	Forest	NA	NA
ERR1700719	Soil	Forest	NA	NA
ERR1700720	Soil	Forest	NA	NA
ERR1700721	Soil	Forest	NA	NA
ERR1700722	Soil	Forest	NA	NA
ERR1700724	Soil	Forest	NA	NA
ERR1700725	Soil	Forest	NA	NA
ERR1700726	Soil	Forest	NA	NA
ERR1700727	Soil	Forest	NA	NA
ERR1700728	Soil	Forest	NA	NA
ERR1700729	Soil	Forest	NA	NA
ERR1700730	Soil	Forest	NA	NA
ERR1700731	Soil	Forest	NA	NA
ERR1700732	Soil	Forest	NA	NA
ERR1700733	Soil	Forest	NA	NA
ERR1700734	Soil	Forest	NA	NA
ERR1700735	Soil	Forest	NA	NA
ERR1700736	Soil	Forest	NA	NA
ERR1700737	Soil	Forest	NA	NA
ERR1700738	Soil	Forest	NA	NA
ERR1700739	Soil	Forest	NA	NA
ERR1700740	Soil	Forest	NA	NA
ERR1700741	Soil	Forest	NA	NA
ERR1700742	Soil	Forest	NA	NA
ERR1700743	Soil	Forest	NA	NA
ERR1700745	Soil	Forest	NA	NA
ERR1700746	Soil	Forest	NA	NA
ERR1700747	Soil	Forest	NA	NA
ERR1700748	Soil	Forest	NA	NA
ERR1700749	Soil	Forest	NA	NA
ERR1700750	Soil	Forest	NA	NA
ERR1700751	Soil	Forest	NA	NA
ERR1700752	Soil	Forest	NA	NA
ERR1700753	Soil	Forest	NA	NA
ERR1700754	Soil	Forest	NA	NA
ERR1700755	Soil	Forest	NA	NA
ERR1700756	Soil	Forest	NA	NA
ERR1700757	Soil	Forest	NA	NA
ERR1700758	Soil	Forest	NA	NA
ERR1700759	Soil	Forest	NA	NA
ERR1700761	Soil	Forest	NA	NA
ERR1742252	Soil	Forest	NA	NA
ERR1742253	Soil	Forest	NA	NA
ERR1742254	Soil	Forest	NA	NA
ERR1742255	Soil	Forest	NA	NA
ERR1742256	Soil	Forest	NA	NA
ERR1742257	Soil	Forest	NA	NA
ERR1742258	Soil	Forest	NA	NA
ERR1742259	Soil	Forest	NA	NA
ERR1742260	Soil	Forest	NA	NA
ERR1742261	Soil	Forest	NA	NA
ERR1742262	Soil	Forest	NA	NA
ERR1742263	Soil	Forest	NA	NA
ERR1742265	Soil	Forest	NA	NA
ERR1742266	Soil	Forest	NA	NA
ERR1742267	Soil	Forest	NA	NA
ERR1742268	Soil	Forest	NA	NA
ERR1742269	Soil	Forest	NA	NA
ERR1742270	Soil	Forest	NA	NA
ERR1742271	Soil	Forest	NA	NA
ERR1742272	Soil	Forest	NA	NA
ERR1742273	Soil	Forest	NA	NA
ERR1742274	Soil	Forest	NA	NA
ERR1742275	Soil	Forest	NA	NA
ERR1742276	Soil	Forest	NA	NA
ERR1742277	Soil	Forest	NA	NA
ERR436051	Soil	Agricultural soil	NA	NA
ERR436052	Soil	Agricultural soil	NA	NA
ERR436053	Soil	Agricultural soil	NA	NA
ERR436054	Soil	Agricultural soil	NA	NA
ERR436055	Soil	Agricultural soil	NA	NA
ERR436056	Soil	Agricultural soil	NA	NA
ERR436057	Soil	Agricultural soil	NA	NA
ERR436058	Soil	Agricultural soil	NA	NA
ERR646488	Rhizosphere	Rhizosphere	Barley	NA
ERR647605	Rhizosphere	Rhizosphere	Barley	NA
ERR647606	Rhizosphere	Rhizosphere	Barley	NA
ERR647607	Rhizosphere	Rhizosphere	Barley	NA
ERR647608	Rhizosphere	Rhizosphere	Barley	NA
ERR647609	Rhizosphere	Rhizosphere	Barley	NA
SRR1029957	Soil	Wetland	NA	NA
SRR1152189	Soil	Agricultural soil	NA	NA
SRR1153387	Soil	Agricultural soil	NA	NA
SRR1510967	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510968	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510969	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510970	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510971	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510976	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510977	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510978	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510979	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510983	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510984	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510985	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510989	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510990	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510991	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510992	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510993	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510995	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510996	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510997	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510998	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1510999	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1511000	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1511001	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1511002	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1511006	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1511007	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1511008	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1511009	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1511010	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1511011	Rhizosphere	Rhizosphere	Switchgrass	NA
SRR1924237	Rhizosphere	Rhizosphere	Sugarcane	NA
SRR1926113	Rhizosphere	Rhizosphere	Sugarcane	NA
SRR1926121	Rhizosphere	Rhizosphere	Sugarcane	NA
SRR1926122	Rhizosphere	Rhizosphere	Sugarcane	NA
SRR1926128	Soil	Agricultural soil	NA	NA
SRR1926129	Soil	Agricultural soil	NA	NA
SRR1926130	Soil	Agricultural soil	NA	NA
SRR1926131	Soil	Agricultural soil	NA	NA
SRR1926147	Rhizosphere	Rhizosphere	Sugarcane	NA
SRR1926150	Rhizosphere	Rhizosphere	Sugarcane	NA
SRR1926159	Soil	Agricultural soil	NA	NA
SRR1926199	Soil	Agricultural soil	NA	NA
SRR1926200	Soil	Agricultural soil	NA	NA
SRR1926201	Soil	Agricultural soil	NA	NA
SRR2070858	Soil	Agricultural soil	NA	NA
SRR2070862	Soil	Agricultural soil	NA	NA
SRR2070865	Soil	Agricultural soil	NA	NA
SRR2546421	Soil	Grassland	NA	NA
SRR2546422	Soil	Grassland	NA	NA
SRR2546423	Soil	Grassland	NA	NA
SRR2546425	Soil	Grassland	NA	NA
SRR2546426	Soil	Grassland	NA	NA
SRR2546427	Soil	Grassland	NA	NA
SRR2546428	Soil	Grassland	NA	NA
SRR2546429	Soil	Grassland	NA	NA
SRR2546430	Soil	Grassland	NA	NA
SRR3591800	Soil	Agricultural soil	NA	NA
SRR3592089	Soil	Agricultural soil	NA	NA
SRR3592090	Soil	Agricultural soil	NA	NA
SRR3592108	Soil	Agricultural soil	NA	NA
SRR3601981	Soil	Agricultural soil	NA	NA
SRR3601982	Soil	Agricultural soil	NA	NA
SRR3601984	Soil	Agricultural soil	NA	NA
SRR3601985	Soil	Agricultural soil	NA	NA
SRR3601986	Soil	Agricultural soil	NA	NA
SRR3601987	Soil	Agricultural soil	NA	NA
SRR3601989	Soil	Agricultural soil	NA	NA
SRR3624110	Rhizosphere	Rhizosphere	Citrus	NA
SRR3624124	Rhizosphere	Rhizosphere	Citrus	NA
SRR3624125	Rhizosphere	Rhizosphere	Citrus	NA
SRR3624126	Rhizosphere	Rhizosphere	Citrus	NA
SRR3624158	Rhizosphere	Rhizosphere	Citrus	NA
SRR3624173	Rhizosphere	Rhizosphere	Citrus	NA
SRR3624174	Rhizosphere	Rhizosphere	Citrus	NA
SRR3624175	Rhizosphere	Rhizosphere	Citrus	NA
SRR3624176	Rhizosphere	Rhizosphere	Citrus	NA
SRR3624177	Rhizosphere	Rhizosphere	Citrus	NA
SRR3624178	Rhizosphere	Rhizosphere	Citrus	NA
SRR3624179	Rhizosphere	Rhizosphere	Citrus	NA
SRR3954445	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0053871
SRR3954446	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0053871
SRR3954447	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0053871
SRR3954448	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0053871
SRR3954449	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0053871
SRR3954450	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0053871
SRR3954451	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0053871
SRR3954452	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0053871
SRR3954453	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0053871
SRR3954454	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0053871
SRR3954455	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0053871
SRR3954462	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3954463	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3954464	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3954465	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3954466	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3954467	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3954468	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3954469	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3954470	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3954471	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3954472	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3954473	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3954474	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0052435
SRR3972293	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0054746
SRR3974376	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0054712
SRR3977097	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0054728
SRR3977098	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0054728
SRR3977135	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0053808
SRR3977136	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0053808
SRR3977139	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0053798
SRR3977438	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0054694
SRR3977439	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0054694
SRR3978361	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0053864
SRR3978390	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0053864
SRR3979409	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0054663
SRR3979410	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0054663
SRR3979453	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0053809
SRR3979454	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0053809
SRR3981189	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0054792
SRR3981190	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0054792
SRR3982069	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0055347
SRR3982074	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0054785
SRR3982075	Soil	Forest	NA	https://gold.jgi.doe.gov/project?id=Gp0054785
SRR3982488	Soil	Grassland	NA	https://gold.jgi.doe.gov/project?id=Gp0054735
